DOCTECH_numero,Designation,Maturity,n,total,riesgo,ELTDEC_numero,ELTDEC_designation,FAM_code,FCT_numero,FCT_nature,FCT_designation,FCT_BE_resp,VAR_numero,VAR_type,VAR_argument_produit_1,VAR_argument_produit_2,VAR_prix_previ,VAR_masse_previ,SOL_numero,SOL_site_production,SOL_sce,SOL_appariement,ESO_numero,ESO_etat,ESO_num_appro,ESO_date_histo,ESO_num_PG,ESO_commonalite,ESO_commentaire,ESO_designation_PG,ESO_code_SH,ESO_fourn_pilote,ESO_type_concur,ESO_mas_prob,ESO_mas_recy,ESO_risque,ESO_ecart_mas1,ESO_ecart_mas2,ESO_potentiel,ESO_coef,ESO_design_dos_fct,ESO_BE_resp,ESO_indice_dos_fct,AFU_int_site,AFU_int_sce,AFU_int_validite,AFU_ext_site,AFU_ext_sce,AFU_ext_validite,ECO_statut,ECO_sol_ext,ECO_parallel_set_cod,ECO_commentaire,PIE_numero,PIE_designation,PIE_type,PIE_BE_resp,PIE_sce_gest,PIE_sce_colead,PIE_ldr_conception,PIE_Nis_pie_numero,PIE_unite,AFF_POI_site,AFF_POI_sce,AFF_POI_validite,AFF_POE_site,AFF_POE_sce,AFF_POE_validite,AFF_uti_SIGNE,AFF_uti_G2B,PIE_cod_RSE,PIE_vital_part,PIE_code_nature,PIE_code_techno,PIE_sct_ach,PIE_fournisseur,PIE_cod_fab,PIE_source,PIE_gest_MDS,PIE_prix_std,PIE_prix_hors_amort,PIE_inducteur1,PIE_inducteur2,PIE_creation_comment,PIE_gest_PPU,PIE_maj_PPU,PIEIND_indice,PIEIND_statut,PIEIND_Dernier_indice,PIEIND_Dernier_statut,PIEIND_marquage_pays,PIEIND_masse,PIEIND_type_masse,PIEIND_nuance_protection,PIEIND_epaisseur,PIEIND_typologie,DOCTECH_BE_resp,DOCTECH_type,DOCTECH_indice,DOCTECH_indice_mineur,DOCTECH_flag_nis
041000001R,ECROU TOLE M6 X100 SA3GS,Validated,8,8,0,74,COMMANDES CHASSIS,X52,F10436,Fonction,MECANISME DE FREIN DE STATIONNEMENT,Renault,1,Projet,TT,,NA,NA,5,,0RDBA,NA,2,Valide, 	 ,18/01/2016,F10436/AY,NA,,PROTECTEUR MECANISME DE FREIN DE STATIONNEMENT,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,2,NA,,,OCM,0RDBA,Officielle,,,,BE,,NA,, 	 041000001R,ECROU TOLE M6 X100 SA3GS,RMU,Renault,00APS,KYC,Renault, 	 ," PCE Pièce, Unité",,,," EXT,SFK",00APS,Officielle," EXT,REV,TAN,UGB,PAL,UPL,BUR,VAL,ORU,UAS,IKO,IPK,MOP,OCM,MAH,RMA,NSA,TOA,RSM,CHN,CAR,AGV,COR,LUT,NB1,MCA,DPE,LHA,NVU,HAM,ORA,WUH,PLS,IZH,SOV,VUC,TCM,BUM,MOT,TKD,SNY",,---,NA,S,71K,64Y,RENAULT SAS DEPOT RLT SOFRAS,5X,,Oui,NA,NA,Non définie,Non définie,Initialisation par PDP,,,--G,BE,--G,BE,NA,0.004,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,--G,8,Non partagé
8201540182,CABLAGE PORTE AV D,Validated,1,1,0,91,SYSTEMES DISTRIBUTION ELECTRIQUE,X79,F16237,Fonction,CABLAGE PORTE AV D,Renault,53,Projet,H79 PH 2 DD,,NA,NA,3,,0M000,NA,1,Valide, 	 ,11/11/2016,F16237/AA,NA,,CABLAGE PORTE AV D,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 241244500R,CABLAGE PORTE AV,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,MOP,,---,NA,-,WAZ,,SUMITOMO ELECTRIC WIRING SYS,9B,,Oui,NA,NA,Inducteurs Spécifiques,Raison Eco / LUP ECO,,,,---,BE,---,BE,NA,0.285,Calculée,,,Plan de définition obligatoire,Renault,Plan,--C,5,
8201540182,CABLAGE PORTE CONDUCTEUR,Validated,3,3,0,91,SYSTEMES DISTRIBUTION ELECTRIQUE,X79,F16237,Fonction,CABLAGE PORTE AV D,Renault,53,Projet,H79 PH 2 DD,,NA,NA,3,,0M000,NA,1,Valide, 	 ,11/11/2016,F16237/AA,NA,,CABLAGE PORTE AV D,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 241244500R,CABLAGE PORTE AV,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,MOP,,---,NA,-,WAZ,,SUMITOMO ELECTRIC WIRING SYS,9B,,Oui,NA,NA,Inducteurs Spécifiques,Raison Eco / LUP ECO,,,,---,BE,---,BE,NA,0.285,Calculée,,,Plan de définition obligatoire,Renault,Plan,--C,5,
8201540183,CABLAGE PORTE AV G,Validated,1,1,0,91,SYSTEMES DISTRIBUTION ELECTRIQUE,X79,F16236,Fonction,CABLAGE PORTE AV G,Renault,65,Projet,H79 PH 2 DD,,NA,NA,3,,0M000,NA,1,Valide, 	 ,11/11/2016,F16236/AA,NA,,CABLAGE PORTE AV G,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 241240622R,CABLAGE PORTE AV,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,MOP,,---,NA,-,WAZ,,SUMITOMO ELECTRIC WIRING SYS,CN,,Oui,NA,NA,Inducteurs Spécifiques,Raison Eco / LUP ECO,,,,---,BE,---,BE,NA,0.319,Calculée,,,Plan de définition obligatoire,Renault,Plan,--D,5,
8201540183,CABLAGE PORTE PASSAGER,Validated,4,4,0,91,SYSTEMES DISTRIBUTION ELECTRIQUE,X79,F16236,Fonction,CABLAGE PORTE AV G,Renault,65,Projet,H79 PH 2 DD,,NA,NA,3,,0M000,NA,1,Valide, 	 ,11/11/2016,F16236/AA,NA,,CABLAGE PORTE AV G,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 241240622R,CABLAGE PORTE AV,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,MOP,,---,NA,-,WAZ,,SUMITOMO ELECTRIC WIRING SYS,CN,,Oui,NA,NA,Inducteurs Spécifiques,Raison Eco / LUP ECO,,,,---,BE,---,BE,NA,0.319,Calculée,,,Plan de définition obligatoire,Renault,Plan,--D,5,
8201540406,CABLAGE PLANCHE BORD,Refused,1,3,0.3333333333333333,91,SYSTEMES DISTRIBUTION ELECTRIQUE,X79,F11636,Fonction,CABLAGE PLANCHE BORD,Renault,E8,Projet,H79 PH 2 E0P YR2015,,NA,NA,5,,0M000,NA,1,Valide, 	 ,11/11/2016,F11636/AA,NA,,CABLAGE PDB,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 240189175S,CABLAGE PLANCHE BORD,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,MOP,,---,NA,-,WAZ,,SUMITOMO ELECTRIC WIRING SYS,GH,,Oui,NA,NA,Inducteurs Spécifiques,Raison Eco / LUP ECO,,,,--A,BE,--A,BE,NA,5.894,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,--G,11,
8201540406,PEI_CABLAGE_PDB_UK_PRIME,Validated,6,6,0,91,SYSTEMES DISTRIBUTION ELECTRIQUE,X79,F11636,Fonction,CABLAGE PLANCHE BORD,Renault,E8,Projet,H79 PH 2 E0P YR2015,,NA,NA,5,,0M000,NA,1,Valide, 	 ,11/11/2016,F11636/AA,NA,,CABLAGE PDB,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 240189175S,CABLAGE PLANCHE BORD,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,MOP,,---,NA,-,WAZ,,SUMITOMO ELECTRIC WIRING SYS,GH,,Oui,NA,NA,Inducteurs Spécifiques,Raison Eco / LUP ECO,,,,--A,BE,--A,BE,NA,5.894,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,--G,11,
8201542066,CABLAGE VIDE-POCHE,Validated,3,3,0,91,SYSTEMES DISTRIBUTION ELECTRIQUE,X79,F17113,Fonction,CABLAGE VIDE POCHE,Renault,21,Projet,H79 PH 1 PRIME UK,,NA,NA,3,,0M000,NA,1,Valide, 	 ,22/06/2016,F17113/AA,NA,,CABLAGE VIDE POCHE,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 240182866S,CABLAGE VIDE-POCHE,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,MOP,,---,NA,-,WAZ,,SUMITOMO ELECTRIC WIRING SYS,FK,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,,,,---,BE,---,BE,NA,0.24,Calculée,,,Plan de définition obligatoire,Renault,Plan,--B,3,Non partagé
8201544171,CABLAGE ADDITIONNEL PEDALIER,Validated,1,1,0,91,SYSTEMES DISTRIBUTION ELECTRIQUE,X79,F15897,Fonction,CABLAGE ADDITIONNEL PEDALIER,Renault,1,Projet,H79 STOSTA,,NA,NA,1,,0M000,NA,1,Valide, 	 ,31/07/2014,F15897/AB,NA,,CABLAGE ADDITIONNEL PEDALIER COTE G,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 240468261R,CABLAGE ADDITIONNEL PEDALIER,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,MOP,,---,NA,-,WAZ,,SUMITOMO ELECTRIC WIRING SYS,WS,,Oui,NA,NA,Prestations Véhicules et Organes,Dépollution / Substances,,,,---,BE,---,BE,NA,0.1,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,---,1,Non partagé
8201544379,JOINT DOUBLE ETANCHEITE G,Validated,1,1,0,32,ETANCHEITE - MANOEUVRE,X79,F10784,Fonction,ETANCHEITE DE PORTES AVANT ET ARRIERE SUR CAISSE,Renault,1,Projet," H79, U79 SAUF DAD PITESTI",,NA,NA,9,CHN,0INDE,NA,1,Valide, 	 ,20/10/2014,F10784/AA,NA,,DOUBLE ETANCHEITE PORTES AV ET AR DROITE SUR CAISSE,4016.93,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 768609847R,JOINT DOUBLE ETANCHEITE D,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," MOP,CHN",,R--,NA,-,,,SEALYNX AUTOMOTIVE ROMANIA S,8V,,Oui,NA,NA,Non définie,Non définie,QX79000582,,,--B,BE,--B,BE,NA,0.641,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--B,2,Non partagé
8201545974,PEI_H79PH2_IND_DASHBOARD_HARN,Validated,9,9,0,91,SYSTEMES DISTRIBUTION ELECTRIQUE,X79,F18874,Fonction,CABLAGE PLANCHE BORD 7,Renault,AF,Projet,H79 PH2 E1 ABS WITH DRVR AIRBAG INDIA,,NA,NA,6,,0INDE,NA,1,Valide, 	 ,11/01/2019,F18874/AA,NA,,CABLAGE PLANCHE BORD 7,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 240182467V,CABLAGE PLANCHE BORD,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,---,NA,-,WAZ,,,NC,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Montée en gamme / Nouvelle teinte,,,,---,BE,---,BE,NA,4.823,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,--H,9,
8201545976,PEI_H79PH2_IND_DRIVERDOOR_HARN,Validated,7,7,0,91,SYSTEMES DISTRIBUTION ELECTRIQUE,X79,F16237,Fonction,CABLAGE PORTE AV D,Renault,59,Projet,H79 INDIA RETROR LVAVEL,,NA,NA,3,,0INDE,NA,1,Valide, 	 ,31/08/2016,F16237/AA,NA,,CABLAGE PORTE AV D,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 241240454R,CABLAGE PORTE CONDUCTEUR,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,---,NA,-,WAZ,,NISSAN MOTOR INDIA PRIVATE L,SV,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,,,,--C,BE,--C,BE,NA,0.495,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,--F,7,
8201545978,PEI_H79PH2_IND_PASSDOOR_HARN,Refused,1,8,0.125,91,SYSTEMES DISTRIBUTION ELECTRIQUE,X79,F16236,Fonction,CABLAGE PORTE AV G,Renault,67,Projet,H79 INDIA GRADE WALK E0 & E1 PH3,,NA,NA,3,,0INDE,NA,1,Valide, 	 ,31/08/2016,F16236/AA,NA,,CABLAGE PORTE AV G,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 241255216R,CABLAGE PORTE PASSAGER,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,---,NA,-,WAZ,,NISSAN MOTOR INDIA PRIVATE L,37,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,,,,--C,BE,--C,BE,NA,0.173,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,--F,8,
8201549056,PEI_H79PH2_IND_ROOF_HARN,Validated,6,6,0,91,SYSTEMES DISTRIBUTION ELECTRIQUE,X79,F10133,Fonction,CABLAGE PLAFONNIER,Renault,31,Projet,H79 INDIA SRADIO,,NA,NA,3,,0INDE,NA,1,Valide, 	 ,31/08/2016,F10133/AC,NA,,CABLAGE PLAFONNIER,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 241601381R,CABLAGE PLAFONNIER,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,---,NA,-,WAZ,,NISSAN MOTOR INDIA PRIVATE L,RB,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Montée en gamme / Nouvelle teinte,,,,--B,BE,--B,BE,NA,0.03,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,--E,6,
8201550196,BUTEE PORTE COFFRE,Validated,1,1,0,32,ETANCHEITE - MANOEUVRE,XHA,F10113,Fonction,BUTEE PORTE COFFRE,Renault,1,Projet,HHA,,NA,NA,1,,0M000,NA,1,Valide, 	 ,14/03/2016,F10113/AA,NA,,BUTEE D SUR CAISSE DE PORTE DE COFFRE,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," CHN,UAS,ORU",0INDE,Officielle,,,,BE,,NA,, 	 908788227R,BUTEE PORTE COFFRE,PIE,Renault,0M000,XCP,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," PAL,TOA,ORU,UAS,CHN,RSM,WUH,OCM",,P--,NA,-,YAR,,RONERA RUBBER,SA,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Montée en gamme / Nouvelle teinte,,,,--B,BE,--B,BE,NA,0.012,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--A,1,Non partagé
8201554331,GARNITURE PAVILLON,Validated,7,7,0,62,HABILLAGE INTERIEUR,X52,F10362,Fonction,GARNITURE DE PAVILLON,Renault,1,Projet,B52 / E0,,NA,NA,3,,0M000,NA,1,Valide, 	 ,23/07/2014,F10362/AE,NA,,GARNITURE DE PAVILLON NUE,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 8201554331,GARNITURE PAVILLON,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,MOP,,R--,NA,-,320,,EURO AUTO PLASTIC SYSTEMS SR,RY,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,,,,--E,BE,--E,BE,NA,1.46,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--F,17,
8201554341,GARNITURE PAVILLON,Validated,6,6,0,62,HABILLAGE INTERIEUR,X52,F10362,Fonction,GARNITURE DE PAVILLON,Renault,10,Projet,L52 / E0/ DG,,NA,NA,2,,0M000,NA,1,Valide, 	 ,23/07/2014,F10362/AE,NA,,GARNITURE DE PAVILLON NUE,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," RMA,MOP",0M000,Officielle,,,,BE,,NA,, 	 8201554341,GARNITURE PAVILLON,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," MOP,RMA",,R--,NA,-,320,,EURO AUTO PLASTIC SYSTEMS SR,S9,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,,,,--E,BE,--E,BE,NA,1.46,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--E,10,
8201562555,CABLAGE PDB MODULE BOITE VITESSE,Validated,4,4,0,91,SYSTEMES DISTRIBUTION ELECTRIQUE,X52,F16206,Fonction,CABLAGE PLANCHER,Renault,1,Projet,X52 BVR5,,NA,NA,3,,0M000,NA,1,Valide, 	 ,21/09/2016,F16206/AA,NA,,CABLAGE PLANCHER,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 242599809R,SHUNT,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,MOP,,---,NA,-,WAZ,,SC LEONI WIRING SYSTEMS PITE,4J,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,,,,--C,BE,--C,BE,NA,0.016,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,--C,6,
8201562766,CABLAGE VIDE-POCHE,Validated,4,4,0,91,SYSTEMES DISTRIBUTION ELECTRIQUE,XHA,F17113,Fonction,CABLAGE VIDE POCHE,Renault,2,Projet," XHA BRESIL EA2,EA3",,NA,NA,1,,0M000,NA,1,Valide, 	 ,29/01/2015,F17113/AA,NA,,CABLAGE VIDE POCHE,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,0M000,Officielle,,,,BE,,NA,, 	 240184605S,CABLAGE VIDE-POCHE,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,UAS,,---,NA,-,WAZ,,YAZAKI PARAGUAY S.R.L,0N,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,,,,--C,BE,--C,BE,NA,0.035,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,--C,5,
8201583432,CABLAGE MOTEUR,Validated,4,4,0,91,SYSTEMES DISTRIBUTION ELECTRIQUE,X79,F16926,Fonction,CABLAGE MOTEUR H,Renault,20,Projet,H79 H4M PH 2 DK0 ROUMANIE,,NA,NA,3,,0M000,NA,1,Valide, 	 ,11/11/2016,F16926/AA,NA,,CABLAGE MOTEUR H,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 240115713R,CABLAGE MOTEUR,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,MOP,,---,NA,-,,,SUMITOMO ELECTRIC WIRING SYS,J8,,Oui,NA,NA,Inducteurs Spécifiques,Raison Eco / LUP ECO,,,,--A,BE,--A,BE,NA,2.65,Calculée,,,Plan de définition obligatoire,Renault,Plan,--D,6,Non partagé
8201583912,CABLAGE MOTEUR,Validated,5,5,0,91,SYSTEMES DISTRIBUTION ELECTRIQUE,X52,F22902,Fonction,CABLAGE MOTEUR B,Renault,27,Projet,X52 B4D BRESIL,,NA,NA,1,,0RDBA,NA,1,Valide, 	 ,06/04/2018,F22902/AA,NA,,CABLAGE MOTEUR B,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,0RDBA,Officielle,,,,BE,,NA,, 	 240113228R,CABLAGE MOTEUR,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle,UAS,,---,NA,-,,,YAZAKI PARAGUAY S.R.L,WX,,Non,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,---,BE,---,BE,NA,1.654,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,--D,6,
8201583913,CABLAGE MOTEUR,Validated,8,8,0,91,SYSTEMES DISTRIBUTION ELECTRIQUE,X52,F22902,Fonction,CABLAGE MOTEUR B,Renault,5,Projet,X52 PH2 B4D SSTOST EU6,,NA,NA,5,,0M000,NA,1,Valide, 	 ,20/01/2017,F22902/AA,NA,,CABLAGE MOTEUR B,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," RMA,TAN",0M000,Officielle,,,,BE,,NA,, 	 240112466R,CABLAGE MOTEUR,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," TAN,RMA",,---,NA,-,,,SEWS MAROC SARL,MP,,Oui,NA,NA,Inducteurs Spécifiques,Raison Eco / LUP ECO,,,,--C,BE,--C,BE,NA,1.936,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,--G,10,
8201583914,CABLAGE MOTEUR,Validated,9,9,0,91,SYSTEMES DISTRIBUTION ELECTRIQUE,X52,F22902,Fonction,CABLAGE MOTEUR B,Renault,5,Projet,X52 PH2 B4D SSTOST EU6,,NA,NA,6,,0M000,NA,1,Valide, 	 ,15/11/2016,F22902/AA,NA,,CABLAGE MOTEUR B,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 240115576R,CABLAGE MOTEUR,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,MOP,,---,NA,-,,,SC LEONI WIRING SYSTEMS PITE,89,,Oui,NA,NA,Inducteurs Spécifiques,Raison Eco / LUP ECO,,,,--D,BE,--D,BE,NA,1.621,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,--H,10,
8201584695,CABLAGE MOTEUR,Validated,8,8,0,91,SYSTEMES DISTRIBUTION ELECTRIQUE,X52,F16926,Fonction,CABLAGE MOTEUR H,Renault,A3,Projet,H4M 734 BRESIL BVR5,,NA,NA,4,,0RDBA,NA,1,Valide, 	 ,06/12/2018,F16926/AA,NA,,CABLAGE MOTEUR H,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,0RDBA,Officielle,,,,BE,,NA,, 	 240110539S,CABLAGE MOTEUR,PIE,Renault,0RDBA,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0RDBA,Officielle,UAS,,---,NA,-,WAZ,,YAZAKI PARAGUAY S.R.L,AR,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,NA,2,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,--F,7,
8201584794,PEI_REAR_BUMPER_HARN_DD_H79_PH2INDIA,Validated,4,4,0,91,SYSTEMES DISTRIBUTION ELECTRIQUE,X79,F16568,Fonction,CABLAGE BOUCLIER AR,Renault,15,Projet,H79 PH2 INDE & H79 PH2 MY17 INDIA LE,,NA,NA,2,,0INDE,NA,1,Valide, 	 ,31/08/2016,F16568/AA,NA,,CABLAGE BOUCLIER AR,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0INDE,Officielle,,,,BE,,NA,, 	 240156056R,CABLAGE BOUCLIER AR,PIE,Renault,0INDE,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,---,NA,-,WAZ,,NISSAN MOTOR INDIA PRIVATE L,U1,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Montée en gamme / Nouvelle teinte,,,,--B,BE,--B,BE,NA,0.061,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,--C,5,
8201586221,PROTECTEUR RETENUE CHOC,Validated,3,3,0,32,ETANCHEITE - MANOEUVRE,XHA,F12694,Fonction,OBTURATION CHAINE MONTAGE SUR PORTE AV,Renault,1,Projet,HHA,,NA,NA,2,,0M000,NA,3,Valide, 	 ,14/03/2016,F12694/AK,NA,,OBTURATEUR 1 PASSAGE RETENUE DE CHOC D SUR PORTE AV,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," CHN,UAS,ORU",0INDE,Officielle,,,,BE,,NA,, 	 8201586221,PROTECTEUR RETENUE CHOC,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," ORU,UAS,CHN",,---,NA,-,300,,A RAYMOND SARL,3C,,Oui,NA,NA,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,,,,---,BE,---,BE,NA,0.001,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--B,5,Non partagé
8201605019,CABLAGE ADDITIONNEL RADIO,Validated,2,2,0,91,SYSTEMES DISTRIBUTION ELECTRIQUE,X79,F16089,Fonction,CABLAGE ADDITIONNEL RADIO,Renault,5,Projet,X79 ROUMANIE RADIO DAB,,NA,NA,3,,0M000,NA,1,Valide, 	 ,17/03/2016,F16089/AA,NA,,CABLAGE ADDITIONNEL RADIO,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,, 	 240366872R,CABLAGE ADDITIONNEL RADIO,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,MOP,,---,NA,-,,,SUMITOMO ELECTRIC WIRING SYS,MJ,,Oui,NA,NA,Inducteurs Spécifiques,Raison Eco / LUP ECO,,,,---,BE,---,BE,NA,0.119,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,--A,3,
8201605802,CABLAGE ADDITIONNEL GPL,Validated,1,1,0,91,SYSTEMES DISTRIBUTION ELECTRIQUE,X52,F21826,Fonction,CABLAGE ADDITIONNEL MOTEUR,Renault,1,Projet,X52 EU6 GPL,,NA,NA,1,,0M000,NA,1,Valide, 	 ,21/01/2019,F21826/AA,NA,,CABLAGE ADDITIONNEL MOTEUR,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," ORA,TAN,MOP",0M000,Officielle,,,,BE,,NA,, 	 240750888R,CABLAGE ADDITIONNEL MOTEUR,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," MOP,TAN,ORA",,---,NA,-,,,SC LEONI WIRING SYSTEMS PITE,V4,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,,,,---,BE,---,BE,NA,0.1,Pesée pièce série,,,Plan de définition obligatoire,Renault,Plan,---,2,Non partagé
