DOCTECH_numero,Designation,Maturity,n,total,riesgo,ELTDEC_numero,ELTDEC_designation,FAM_code,FCT_numero,FCT_nature,FCT_designation,FCT_BE_resp,VAR_numero,VAR_type,VAR_argument_produit_1,VAR_argument_produit_2,VAR_prix_previ,VAR_masse_previ,SOL_numero,SOL_site_production,SOL_sce,SOL_appariement,ESO_numero,ESO_etat,ESO_num_appro,ESO_date_histo,ESO_num_PG,ESO_commonalite,ESO_commentaire,ESO_designation_PG,ESO_code_SH,ESO_fourn_pilote,ESO_type_concur,ESO_mas_prob,ESO_mas_recy,ESO_risque,ESO_ecart_mas1,ESO_ecart_mas2,ESO_potentiel,ESO_coef,ESO_design_dos_fct,ESO_BE_resp,ESO_indice_dos_fct,AFU_int_site,AFU_int_sce,AFU_int_validite,AFU_ext_site,AFU_ext_sce,AFU_ext_validite,ECO_statut,ECO_sol_ext,ECO_parallel_set_cod,ECO_commentaire,PIE_numero,PIE_designation,PIE_type,PIE_BE_resp,PIE_sce_gest,PIE_sce_colead,PIE_ldr_conception,PIE_Nis_pie_numero,PIE_unite,AFF_POI_site,AFF_POI_sce,AFF_POI_validite,AFF_POE_site,AFF_POE_sce,AFF_POE_validite,AFF_uti_SIGNE,AFF_uti_G2B,PIE_cod_RSE,PIE_vital_part,PIE_code_nature,PIE_code_techno,PIE_sct_ach,PIE_fournisseur,PIE_cod_fab,PIE_source,PIE_gest_MDS,PIE_prix_std,PIE_prix_hors_amort,PIE_inducteur1,PIE_inducteur2,PIE_creation_comment,PIE_gest_PPU,PIE_maj_PPU,PIEIND_indice,PIEIND_statut,PIEIND_Dernier_indice,PIEIND_Dernier_statut,PIEIND_marquage_pays,PIEIND_masse,PIEIND_type_masse,PIEIND_nuance_protection,PIEIND_epaisseur,PIEIND_typologie,DOCTECH_BE_resp,DOCTECH_type,DOCTECH_indice,DOCTECH_indice_mineur,DOCTECH_flag_nis
100030865,RENFORT AR TETE ESSIEU G,Refused,5,7,0.7142857142857143,86,ESSIEU AR,X79,F15652,Fonction,SUPPORT D' ELEMENT TOURNANT DU TRAIN AR,Renault,3,Projet,4X2,,NA,NA,8,MEP,0M000,NA,5,Valide, 	 ,08/03/2018,F15652/AE,NA,,RENFORT LAT DE TETE ESSIEU AR D,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MEP,0M000,Officielle,,,,BE,,NA,, 	 555178428R,RENFORT AR TETE ESSIEU D,PIE,Renault,0M000,XCP,Renault, 	 ," PCE Pièce, Unité",MEP,0M000,Officielle,,,," EXT,MEP,TOA",,---,NA,D,,,AUTOMOBILE DACIA S.A. ACHATS,9F,,Oui,NA,NA,Inducteurs Spécifiques,Raison Eco / LUP ECO,,,,---,BE,---,BE,NA,0.44,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--K,10,
731120038R,PAVILLON,Refused,1,2,0.5,11,SUPERSTRUCTURE,X79,F10471,Fonction,PAVILLON,Renault,1,Projet,SUV 5 PORTES AVEC BARRE TOIT SANS PITESTI DD,,NA,NA,1,MOP,0M000,NA,1,Valide, 	 ,17/12/2014,F10471/AC,NA,,PAVILLON,8708.29,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,DOC 400130, 	 731120038R,PAVILLON,PIE,Renault,65320,,Renault, 	 ," PCE Pièce, Unité",MOP,0M000,Officielle,,,," MOP,OCM",,PQ-,NA,D,SFK,800,AUTOMOBILE DACIA S.A. ACHATS,YL,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,Initialisation par PDP,,,--J,BE,--J,BE,NA,13.85,Calculée,DX54D+Z100MCO 6µ MINI ZN/FAC,0.7,Plan et Num 3D obligatoires,Renault,Plan,--Q,2,Non partagé
731120541R,PAVILLON,Validated,1,1,0,11,SUPERSTRUCTURE,X79,F10471,Fonction,PAVILLON,Renault,6,Projet,PICK UP SANS BARRES DE TOIT,,NA,NA,1,UAS,0M000,NA,1,Valide, 	 ,09/04/2014,F10471/AC,NA,,PAVILLON,8708.29,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," VUC,UAS",0RDBA,Officielle,,,,BE,,NA,DOC 400130, 	 731120541R,PAVILLON,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",UAS,0M000,Officielle,,,," UAS,VUC",,RQ-,NA,D,SFK,,RENAULT DO BRASIL,RK,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,,,,--F,BE,--F,BE,NA,9.966,Calculée,DX54D+Z100MCO Z100,0.7,Plan et Num 3D obligatoires,Renault,Plan,--F,15,
731121036R,PAVILLON,Validated,5,5,0,11,SUPERSTRUCTURE,X52,F10471,Fonction,PAVILLON,Renault,1,Projet,TRICORPS,,NA,NA,4," COR,UAS,OCM",0RDBA,NA,1,Valide, 	 ,21/09/2016,F10471/AC,NA,,PAVILLON,8708.29,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," OCM,COR,UAS",0M000,Officielle,,,,BE,,NA,DOC 400130, 	 731123216R,PAVILLON,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",UAS,0M000,Officielle,,,," UAS,OCM,COR",,---,NA,D,SFK,,RENAULT DO BRASIL,6K,,Oui,NA,NA,Inducteurs Spécifiques,Raison Eco / LUP ECO,,,,---,BE,---,BE,NA,10.4,Calculée,DX54D+Z100MCO 6µ MINI ZN/FAC,0.7,Plan et Num 3D obligatoires,Renault,Plan,--L,1,Non partagé
731123697R,PAVILLON,Validated,2,2,0,11,SUPERSTRUCTURE,XHA,F10471,Fonction,PAVILLON,Renault,1,Projet,HHA,,NA,NA,1," ORU,ARU",0RDBA,NA,1,Valide, 	 ,26/08/2016,F10471/AC,NA,,PAVILLON,8708.29,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," ARU,ORU",0RDBA,Officielle,,,,BE,,NA,DOC 400130, 	 731123697R,PAVILLON,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",UAS,0M000,Officielle,EXT,0M000,Officielle," ORU,ARU",,R--,NA,D,SEK,,OOO ALPHA AUTOMOTIVE TECHNOL,SH,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--H,BE,--H,BE,NA,13.08,Calculée,DX54D+Z140MCO 10µ MINI ZN/FAC,0.75,Plan et Num 3D obligatoires,Renault,Plan,--K,17,
731127413R,PAVILLON,Refused,1,5,0.2,11,SUPERSTRUCTURE,X52,F10471,Fonction,PAVILLON,Renault,3,Projet,BREAK SBARTO,,NA,NA,3,MOP,0M000,NA,1,Valide, 	 ,03/04/2015,F10471/AC,NA,,PAVILLON,8708.29,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,MOP,0M000,Officielle,,,,BE,,NA,DOC 400130, 	 731126972R,PAVILLON,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",TAN,0M000,Officielle,,,,MOP,,---,NA,D,SFK,,AUTOMOBILE DACIA S.A. ACHATS,XT,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Montée en gamme / Nouvelle teinte,,,,--A,BE,--A,BE,NA,16.127,Calculée,DX54D+Z140MCO 10µ MINI ZN/FAC,0.75,Plan et Num 3D obligatoires,Renault,Plan,--L,17,
731127545R,PAVILLON,Validated,4,4,0,11,SUPERSTRUCTURE,X52,F10471,Fonction,PAVILLON,Renault,2,Projet,BERLINE SAUF CROSS,,NA,NA,3," COR,UAS,OCM",0M000,NA,1,Valide, 	 ,13/05/2014,F10471/AC,NA,,PAVILLON,8708.29,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," OCM,COR,UAS",0M000,Officielle,,,,BE,,NA,DOC 400130, 	 731128810R,PAVILLON,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",UAS,0M000,Officielle,,,," UAS,COR,OCM",,---,NA,D,SFK,,RENAULT DO BRASIL,E0,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Montée en gamme / Nouvelle teinte,,,,--A,BE,--A,BE,NA,12.002,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--L,1,Non partagé
732109256R,TRAVERSE AV PAVILLON,Validated,3,3,0,11,SUPERSTRUCTURE,X52,F10685,Fonction,TRAVERSE AV DE PAVILLON,Renault,1,Projet," BERLINE,BREAK ET TRICORPS",,NA,NA,8,TOA,0M000,NA,1,Valide, 	 ,16/02/2017,F10685/AE,NA,,TRAVERSE 1 AV DE PAVILLON,8708.29,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,TOA,0M000,Officielle,,,,BE,,NA,DOC 400135, 	 732106966R,TRAVERSE AV PAVILLON,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",TOS,0M000,Officielle,,,," TOA,ORU",,RQ-,NA,D,SF0,,OAO AVTOVAZ,3N,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,---,BE,---,BE,NA,1.394,Calculée,DC04-A-M,0.95,Plan et Num 3D obligatoires,Renault,Plan,--G,14,
732109615R,TRAVERSE AV PAVILLON,Refused,2,6,0.3333333333333333,11,SUPERSTRUCTURE,XHA,F10685,Fonction,TRAVERSE AV DE PAVILLON,Renault,1,Projet,HHA,,NA,NA,2,CHN,0M000,NA,1,Valide, 	 ,30/03/2016,F10685/AE,NA,,TRAVERSE 1 AV DE PAVILLON,8708.29,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0M000,Officielle,,,,BE,,NA,DOC 400135, 	 732107663R,TRAVERSE AV PAVILLON,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," UAS,CHN,EXT",,RQ-,NA,-,SF0,,,RE,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,,,,--A,BE,--A,BE,NA,1.63,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--G,9,
732301919R,TRAVERSE EXTREME AR PAVILLON,Validated,1,1,0,11,SUPERSTRUCTURE,XHA,F11188,Fonction,TRAVERSE EXTREME AR DE PAVILLON,Renault,1,Projet,HHA,,NA,NA,1," ORU,UAS,CHN,ARU",0RDBA,NA,1,Valide, 	 ,26/08/2016,F11188/AA,NA,,TRAVERSE EXTREME AR DE PAVILLON,8708.29,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," ARU,UAS,ORU,CHN",0RDBA,Officielle,,,,BE,,NA,DOC 400135, 	 732301919R,TRAVERSE EXTREME AR PAVILLON,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," UAS,ORU,CHN,ARU,EXT",,R--,NA,-,SF0,,PETERFORM LLC,58,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--F,BE,--F,BE,NA,1.786,Calculée,HC340LA-A-M SANS,0.95,Plan et Num 3D obligatoires,Renault,Plan,--G,9,
732306148R,TRAVERSE AR PAVILLON,Validated,1,1,0,11,SUPERSTRUCTURE,X52,F10684,Fonction,TRAVERSE AR DE PAVILLON,Renault,1,Projet,TRICORPS,,NA,NA,1," COR,UAS,MOP,OCM,TOA,IZH",0M000,NA,1,Valide, 	 ,07/05/2014,F10684/AB,NA,,TRAVERSE 1 AR DE PAVILLON,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," OCM,COR,IZH,UAS,TOA,MOP",0M000,Officielle,,,,BE,,NA,DOC 400135, 	 732306148R,TRAVERSE AR PAVILLON,PIE,Renault,65320,,Renault, 	 ," PCE Pièce, Unité",MOP,0M000,Officielle,,,," MOP,TOA,OCM,RMA,IZH,UAS,COR",,---,NA,D,SF0,,AUTOMOBILE DACIA S.A. ACHATS,D2,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,,,,--G,BE,--G,BE,NA,0.74,Calculée,DC04-A-M SANS,0.65,Plan et Num 3D obligatoires,Renault,Plan,--G,14,
732332147R,TRAVERSE AR PAVILLON ASS,Validated,4,4,0,11,SUPERSTRUCTURE,X52,F10684,Fonction,TRAVERSE AR DE PAVILLON,Renault,2,Projet,BERLINE,,NA,NA,1," COR,UAS,MOP,OCM,TOA",0M000,NA,1,Valide, 	 ,03/07/2015,F10684/AB,NA,,TRAVERSE 1 AR DE PAVILLON,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," UAS,MOP",0M000,Officielle,EXT,0M000,Officielle,BE,,NA,DOC 400135, 	 732307030R,TRAVERSE AR PAVILLON,PIE,Renault,65320,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," EXT,MOP,UAS",,RQ-,NA,-,SFO,,AUTOMOBILE DACIA S.A. ACHATS,SX,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,,,,--G,BE,--G,BE,NA,1.844,Calculée,DC04-A-M SANS,0.9,Plan et Num 3D obligatoires,Renault,Plan,--E,10,
732560019R,TRAVERSE CTL PAVILLON,Refused,2,5,0.4,11,SUPERSTRUCTURE,X79,F10686,Fonction,TRAVERSE CTL DE PAVILLON,Renault,1,Projet,SUV 5 PORTES,,NA,NA,8," ORU,UAS,MOP,OCM",0M000,NA,1,Valide, 	 ,06/05/2016,F10686/AC,NA,,TRAVERSE 1 CTL DE PAVILLON,8708.29,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," VUC,ORU,MOP,UAS,OCM",0RDBA,Officielle,,,,BE,,NA,DOC 400135, 	 732567953R,TRAVERSE CTL PAVILLON,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," EXT,OCM,UAS,MOP,ORU,VUC",,RQ-,NA,D,SF0,,AUTOMOBILE DACIA S.A. ACHATS,M7,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Montée en gamme / Nouvelle teinte,,,,--B,BE,--B,BE,NA,1.52,Calculée,DC04AM,1.15,Plan et Num 3D obligatoires,Renault,Plan,--M,18,
732569268R,TRAVERSE CTL PAVILLON,Refused,3,6,0.5,11,SUPERSTRUCTURE,X52,F10686,Fonction,TRAVERSE CTL DE PAVILLON,Renault,1,Projet,BERLINE ET TRICORPS,,NA,NA,5," COR,UAS,MOP,OCM,RMA,TAN,TOA",0M000,NA,1,Valide, 	 ,06/05/2016,F10686/AC,NA,,TRAVERSE 1 CTL DE PAVILLON,8708.29,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," COR,UAS,TAN,OCM,RMA,MOP,TOA",0M000,Officielle,,,,BE,,NA,DOC 400135, 	 732561286R,TRAVERSE CTL PAVILLON,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",MOP,0M000,Officielle,,,," TOA,MOP,RMA,OCM,TAN,UAS,COR",,RQ-,NA,D,SF0,,AUTOMOBILE DACIA S.A. ACHATS,6X,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Montée en gamme / Nouvelle teinte,,,,---,BE,---,BE,NA,1.42,Calculée,HC340LA-A-M SANS,0.98,Plan et Num 3D obligatoires,Renault,Plan,--C,14,
732620923R,ARCEAU AR PAVILLON,Validated,1,1,0,11,SUPERSTRUCTURE,X52,F10684,Fonction,TRAVERSE AR DE PAVILLON,Renault,3,Projet,BREAK,,NA,NA,2," MOP,TAN",0M000,NA,2,Valide, 	 ,31/08/2015,F10684/AA,NA,,ARCEAU AR DE PAVILLON,8708.29,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," MOP,TAN",0M000,Officielle,,,,BE,,NA,DOC 400135, 	 732620750R,ARCEAU AR PAVILLON,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",MOP,60303,Officielle,,,," MOP,TAN",,RQ-,NA,D,SFK,,AUTOMOBILE DACIA S.A. ACHATS,4M,,Oui,NA,NA,Inducteurs Spécifiques,Raison Eco / LUP ECO,,,,---,BE,---,BE,NA,1.135,Calculée,DX54D+Z100MBO Z100,0.8,Plan et Num 3D obligatoires,Renault,Plan,--E,5,
732746138R,TRAVERSE ACOUSTIQUE PAVILLON,Validated,1,1,0,11,SUPERSTRUCTURE,XHA,F10684,Fonction,TRAVERSE AR DE PAVILLON,Renault,2,Projet,HHA 4X2,,NA,NA,2,CHN,0M000,NA,1,Valide, 	 ,30/03/2016,F10684/AU,NA,,TRAVERSE 1 AR ACOUSTIQUE DE PAVILLON,8708.99,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,CHN,0M000,Officielle,,,,BE,,NA,DOC 400201, 	 732746138R,TRAVERSE ACOUSTIQUE PAVILLON,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle,CHN,,RQ-,NA,-,SF0,,,EJ,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--B,BE,--B,BE,NA,0.37,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--C,5,
732D95585R,TRAVERSE CTL ACOUSTIQUE PAVILLON,Validated,1,1,0,11,SUPERSTRUCTURE,X52,F10686,Fonction,TRAVERSE CTL DE PAVILLON,Renault,2,Projet,BREAK,,NA,NA,4," MOP,TAN",0M000,NA,2,Valide, 	 ,06/05/2016,F10686/BI,NA,,TRAVERSE CTL ACOUSTIQUE DE PAVILLON,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," MOP,TAN",0M000,Officielle,,,,BE,,NA,DOC 400135, 	 732D96638R,TRAVERSE CTL ACOUSTIQUE PAVILLON,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",MOP,0M000,Officielle,,,," MOP,TAN",,---,NA,D,SF0,,AUTOMOBILE DACIA S.A. ACHATS,DG,,Oui,NA,NA,Gestion Documentaire,Brut,,,,---,BE,---,BE,NA,0.556,Calculée,DX54D+Z100MBO Z100,0.8,Plan et Num 3D obligatoires,Renault,Plan,--G,7,
732G87309R,TRAVERSE AV ACOUSTIQUE PAVILLON,Validated,2,2,0,11,SUPERSTRUCTURE,X52,F10685,Fonction,TRAVERSE AV DE PAVILLON,Renault,1,Projet," BERLINE,BREAK ET TRICORPS",,NA,NA,3," OCM,RMA,TAN",0M000,NA,2,Valide, 	 ,25/04/2014,F10685/AP,NA,,TRAVERSE AV ACOUSTIQUE DE PAVILLON,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," OCM,RMA,TAN",0M000,Officielle,,,,BE,,NA,DOC 400135, 	 732G83516R,TRAVERSE AV ACOUSTIQUE PAVILLON,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," OCM,TAN,RMA",,---,NA,-,SF0,,SNOP TANGER,TH,,Non,NA,NA,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,,,,---,BE,---,BE,NA,0.515,Calculée,DC04-A-M SANS,0.8,Plan et Num 3D obligatoires,Renault,Plan,--H,1,Non partagé
738F82404R,ENJOLIVEUR AR SUP PAVILLON,Validated,1,1,0,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,X79,F10299,Fonction,ENJOLIVEUR DE PAVILLON,Renault,1,Projet," U79 CURITIBA E1,E2",,NA,NA,1,,0M000,NA,1,Valide, 	 ,07/04/2014,F10299/BA,NA,,ENJOLIVEUR AR SUP DE PAVILLON,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," VUC,UAS",0RDBA,Officielle,,,,BE,,NA,, 	 738F82404R,ENJOLIVEUR AR SUP PAVILLON,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," UAS,VUC",,R--,NA,-,300,,INSTALADORA SAO MARCOS LTDA,KE,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--B,BE,--B,BE,NA,0.501,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--B,2,
738F95586R,ENJOLIVEUR AR INF PAVILLON,Validated,1,1,0,41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,X79,F10299,Fonction,ENJOLIVEUR DE PAVILLON,Renault,1,Projet," U79 CURITIBA E1,E2",,NA,NA,1,,0M000,NA,2,Valide, 	 ,07/04/2014,F10299/AZ,NA,,ENJOLIVEUR AR INF DE PAVILLON,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," VUC,UAS",0RDBA,Officielle,,,,BE,,NA,, 	 738F95586R,ENJOLIVEUR AR INF PAVILLON,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," UAS,VUC",,R--,NA,-,300,,INSTALADORA SAO MARCOS LTDA,VH,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--B,BE,--B,BE,NA,0.255,Calculée,,,Plan et Num 3D obligatoires,Renault,Plan,--B,2,
739400011R,POIGNEE MAINTIEN AR,Validated,1,1,0,62,HABILLAGE INTERIEUR,XHA,F10490,Fonction,POIGNEE DE MAINTIEN,Renault,1,Projet,XHA,,NA,NA,1,,0M000,NA,1,Valide, 	 ,17/11/2014,F10490/BB,NA,,POIGNEE MAINTIEN D 1ERE RNG,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," UAS,ORU",0M000,Officielle,,,,BE,,NA,, 	 739410013R,POIGNEE MAINTIEN,PIE,Renault,65420,KY2,Renault, 	 ," PCE Pièce, Unité",,,,EXT,65420,Officielle," UGB,PLS,RSM,BUR,COR,PAL,ORU,CHN,UPL,SOV,LHA,DPE,WUH,TCM,TOA,UAS,REV,HAM,ORA",,RQ-,NA,-,PPU,283,ITW DE FRANCE SAS,NP,,Oui,NA,NA,Non définie,Non définie,Initialisation par PDP,PPPU Pièce Plus Utilisée Projet,26/10/2018,--F,BE,--F,BE,NA,0.095,Pesée pièce série,,,Plan et Num 3D obligatoires,Renault,Plan,--E,9,
739442646R,PONTET FIX POIGNEE MAINTIEN AV,Validated,1,1,0,11,SUPERSTRUCTURE,XHA,F15564,Fonction,STRUCTURE D' ADAPTATION DE PATERE SUR CAISSE,Renault,1,Projet,SUV,,NA,NA,1," ORU,UAS,CHN",0RDBA,NA,2,Valide, 	 ,23/01/2015,F15564/AB,NA,,SUPPORT POIGNEE MAINTIEN AV D SUR CAISSE,8708.29,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," UAS,ORU,CHN",0M000,Officielle,,,,BE,,NA,DOC 400150, 	 739442646R,PONTET FIX POIGNEE MAINTIEN AV,PIE,Renault,65320,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,65320,Officielle," CAR,ARU,UAS,ORU,CHN",,-Q-,NA,-,SF0,,SNOP TANGER,RH,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,x87,,,--C,BE,--C,BE,NA,0.07,Calculée,HC380LA-A-M SANS,1.3,Plan et Num 3D obligatoires,Renault,Plan,--C,5,
739467551R,PONTET FIX POIGNEE MAINTIEN AR,Validated,3,3,0,11,SUPERSTRUCTURE,XHA,F15564,Fonction,STRUCTURE D' ADAPTATION DE PATERE SUR CAISSE,Renault,1,Projet,SUV,,NA,NA,1," ORU,UAS,CHN",0RDBA,NA,3,Valide, 	 ,23/01/2015,F15564/AE,NA,,SUPPORT POIGNEE MAINTIEN AR G SUR CAISSE,8708.29,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," UAS,ORU,CHN",0M000,Officielle,,,,BE,,NA,DOC 400150, 	 739467551R,PONTET FIX POIGNEE MAINTIEN AR,PIE,Renault,65320,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,65320,Officielle," CAR,UAS,ORU,ARU,CHN",,---,NA,-,SF0,,SNOP TANGER,DR,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Non définie,,,,--B,BE,--B,BE,NA,0.093,Calculée,HC380LA-A-M SANS,1.3,Plan et Num 3D obligatoires,Renault,Plan,--D,9,
742684789R,FLASQUE SUPPORT TRV COLONNE DRC P-ASS,Validated,2,2,0,12,SOUBASSEMENT,X52,F10759,Fonction,SUPPORT TRAVERSE DE COLONNE DE DIRECTION,Renault,1,Projet,TOUS TYPES DAG,,NA,NA,3," COR,UAS,MOP,OCM,RMA,TAN",0M000,NA,1,Valide, 	 ,02/11/2018,F10759/AA,NA,SITE EXT POUR COR,SUPPORT TRAVERSE DE COLONNE DE DIRECTION,8708.29,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,UAS,0M000,Officielle,EXT,0M000,Officielle,BE,,NA,DOC 426020, 	 489605265R,FLASQUE SUPPORT TRAVERSE COLONNE DRC,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," EXT,UAS,ORU",,RQE,NA,-,SF0,,AUTOMOBILE DACIA S.A. ACHATS,BL,,Oui,NA,NA,Design - Montée en Gamme - Teintes,Montée en gamme / Nouvelle teinte,Initialisation par PDP,,,---,BE,---,BE,NA,0.168,Calculée,DC04-A-M SANS,1.2,Plan et Num 3D obligatoires,Renault,Plan,--B,9,
743100050R,TUNNEL,Refused,1,3,0.3333333333333333,12,SOUBASSEMENT,X79,F10770,Fonction,TUNNEL,Renault,2,Projet,SUV 5 PORTES ET PICK-UP TR4X4,,NA,NA,4,ORU,0M000,NA,2,Valide, 	 ,30/07/2014,F10770/AA,NA,,TUNNEL,8708.29,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,,ORU,0M000,Officielle,,,,BE,,NA,DOC 426070, 	 743109233R,TUNNEL,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",,,,EXT,0M000,Officielle," ORU,ARU",,RQ-,NA,D,SF0,,OOO ALPHA AUTOMOTIVE TECHNOL,A3,,Oui,NA,NA,Gestion Documentaire,Brut,,,,---,BE,---,BE,NA,5.09,Calculée,DX54DMBO Z100 SANS,0.85,Plan et Num 3D obligatoires,Renault,Plan,--P,2,Non partagé
743209248R,PLANCHER CTL PARTIE LAT D,Refused,6,13,0.46153846153846156,12,SOUBASSEMENT,X79,F10731,Fonction,PLANCHER CENTRAL,Renault,2,Projet,SUV 5 PORTES TR4X4,,NA,NA,16," UAS,MOP,OCM",0M000,NA,2,Valide, 	 ,24/07/2017,F10731/AA,NA,,PLANCHER CTL PARTIE LAT D,,NA,Fournisseur,NA,NA,NA,NA,NA,NA,1,NA,,," OCM,UAS,MOP",0M000,Officielle,,,,BE,,NA,DOC 426060, 	 743201699R,PLANCHER CTL PARTIE LAT D,PIE,Renault,0M000,,Renault, 	 ," PCE Pièce, Unité",MOP,0M000,Officielle,,,," EXT,MOP,UAS,OCM,VUC",,RQ-,NA,D,SFK,,AUTOMOBILE DACIA S.A. ACHATS,MK,,Oui,NA,NA,Inducteurs Spécifiques,Evolution du process,,,,---,BE,---,BE,NA,4.195,Calculée,DX54D+Z100MBO,0.65,Plan et Num 3D obligatoires,Renault,Plan,--R,24,
